email,PLZ,Kino,Ort,status,Latitude,Longitude
wolfenbuettel@cinestar.de,38300.0,CineStar - Der Filmpalast,Wolfenbüttel,active,52.1614537,10.5378141
camera@helmstedterkinos.com,38350.0,Camera am Holzberg,Helmstedt,active,52.2269422,11.0059119
roxy@helmstedterkinos.com,38350.0,Kino  1...,Helmstedt,active,52.2269417,10.9981603
info@helmstedterkinos.com,38364.0,Open-Air-Kino,Schöningen,active,52.1407672,10.9625452
hausser@hallenbad.de,38440.0,Hallenbad - Kultur am Schachtweg,Wolfsburg,bounced,52.423993,10.7799367
kontakt@delphin-palast.de,38440.0,Delphin Palast,Wolfsburg,active,52.423993,10.7799367
metropol.fallersleben@online.de,38442.0,Metropol-Theater,Wolfsburg,bounced,52.4214436,10.7136606
info@kinocenter-gifhorn.de,38518.0,Kinocenter am Steinweg,Gifhorn,active,52.4864199,10.5435459
melanie.wilberz@cineplex.de,38644.0,Cineplex Goslar,Goslar,active,51.9329864,10.4052093
info@zuckerfabrik.de,38820.0,Zuckerfabrik Kinopark,Halberstadt,active,51.9329864,10.4052093
info@kino-wernigerode.de,38855.0,Volkslichtspiele,Wernigerode,bounced,51.8312809,10.7785991
mail@festungmark.de,39104.0,FestungMark,Magdeburg,active,52.137537,11.6431086
info@oli-kino.de,39108.0,OLI,Magdeburg,active,52.1356541,11.6122737
info@scala-gemeinde.de,39112.0,Scala,Magdeburg,active,52.1093269,11.5968159
info@moritzhof-magdeburg.de,39124.0,Kino unter'm Dach...,Magdeburg,active,52.1093269,11.5968159
info@studiokino.com,39124.0,Studio,Magdeburg,active,52.1418339,11.6051907
magdeburg@cinestar.de,39128.0,CineStar - Der Filmpalast,Magdeburg,active,52.1803805,11.6150724
kinoleitung@kinoburg.de,39288.0,Burg-Theater,Burg,active,52.2706188,11.8490025
kontakt@kinogenthin.de,39307.0,Union-Kino,Genthin,active,52.4045442,12.156
stendal@cinemotion-kino.de,39576.0,CineMotion - Uppstall-Kinos,Stendal,active,52.6078699,11.856245
atelier@filmkunstkinos.de,40210.0,Atelier Kino im Savoy-Theater,Düsseldorf,active,51.2185908,6.7818771
info@ufa-duesseldorf.de,40210.0,UFA-Palast Düsseldorf,Düsseldorf,active,51.2185908,6.7818771
bambi@filmkunstkinos.de,40211.0,Bambi-Filmstudio,Düsseldorf,active,51.2211771,6.7913926
cinema@filmkunstkinos.de,40213.0,Cinema,Düsseldorf,active,51.2246396,6.7867128
florian.deterding@duesseldorf.de,40213.0,Black-Box,Düsseldorf,active,51.2255449,6.7713015
duesseldorf@uci-kinowelt.de,40219.0,UCI Düsseldorf,Düsseldorf,active,51.2131671,6.7489562
metropol@filmkunstkinos.de,40223.0,Metropol,Düsseldorf,active,51.2067971,6.7758626
alltours-kino@d-live.de,40474.0,Alltours Kino-Filmnächte unter Sternen,Düsseldorf,active,51.238218,6.7671957
souterrain@filmkunstkinos.de,40545.0,Souterrain-Kellerkino,Düsseldorf,active,51.2309671,6.749026
info@moviescreens.de,40547.0,Open-Air Kino Düsseldorf-Lörick,Düsseldorf,active,51.238218,6.7671957
duesseldorf@cinestar.de,40549.0,CineStar - Der Filmpalast,Düsseldorf,active,51.2427778,6.7171419
playtime@filmkunstkinos.de,40591.0,Open Air Kino Vier Linden,Düsseldorf,active,51.2047222,6.805753
kino-wasserturm@web.de,40668.0,Kino am Wasserturm,Meerbusch,bounced,51.2047222,6.805753
huff@schauplatz.de,40764.0,Schaustall,Langenfeld im Rheinland,active,51.1177292,6.9295783
info@schauplatz.de,40764.0,Rex Lichtspiele,Langenfeld im Rheinland,active,51.1177292,6.9295783
info@kinomettmann.de,40822.0,Open-Air-Kino,Mettmann,bounced,51.2526144,6.9741298
weltspiegel@kinomettmann.de,40822.0,Weltspiegel-Theater,Mettmann,active,51.2526144,6.9741298
info@comet-cine-center.de,41061.0,Comet Cine Center,Mönchengladbach,active,51.2525989,6.9741199
info@haus-zoar.com,41061.0,Haus Zoar,Mönchengladbach,active,51.1953522,6.4322325
office@corso-film-casino.de,41334.0,Corso-Film-Casino,Nettetal,bounced,51.3172142,6.1945706
hitch@hitch.de,41460.0,Hitch,Neuss,active,51.3172142,6.1945706
neuss@uci-kinowelt.de,41460.0,UCI Neuss,Neuss,active,51.1966999,6.6929074
info@grefi-kino.de,41515.0,grefi-kino,Grevenbroich,active,51.088939,6.5915108
chefmaster@kunst-kaarst.de,41564.0,Kino Kaarst,Kaarst,active,51.088939,6.5915108
e.schulte@gloria-erkelenz.de,41812.0,Gloria - Filmpalast Erkelenz,Erkelenz,active,51.077851,6.3074898
info@kino-hueckelhoven.de,41836.0,Corso-Filmpalast,Hückelhoven,active,51.077851,6.3074898
dispo@offstream.de,42105.0,Offstream,Wuppertal,deleted (unsubscribed),51.2617699,7.1291089
kontakt@talflimmern.de,42107.0,Talflimmern,Wuppertal,active,51.2617699,7.1291089
info@movieinmotion.de,42115.0,Movie in Motion,Wuppertal,active,51.2617622,7.0981018
info@cinemawuppertal.de,42275.0,Cinema Wuppertal,Wuppertal,active,51.2617622,7.0981018
info@sg.das-lumen.de,42651.0,Das Lumen Solingen,Solingen,active,51.2741823,7.2116515
info@cobra-solingen.de,42699.0,Kino in der Cobra,Solingen,active,51.1628327,7.0160487
gelbe-villa@kraftstation.de,42853.0,Open Air an der Gelben Villa,Remscheid,active,51.1882454,7.1784176
info@film-eck.de,42929.0,Film-Eck,Wermelskirchen,active,51.1389274,7.2099851
info@schauburg-kino.com,44135.0,Lichtspiel- und Kunsttheater Schauburg,Dortmund,active,51.5173063,7.4623032
verein@kino-im-u.de,44137.0,Kino im U,Dortmund,active,51.5173063,7.4623032
info@roxydortmund.de,44145.0,Roxy,Dortmund,active,51.5242259,7.4601083
dortmund@cinestar.de,44147.0,CineStar - Der Filmpalast,Dortmund,active,51.5242259,7.4601083
info@roxy-camera.de,44147.0,Camera,Dortmund,bounced,51.5195238,7.4589326
info@sweetsixteen-kino.de,44147.0,sweetSixteen-Kino im Depot,Dortmund,active,51.5327194,7.4502263
info@filmbuehne-dortmund.de,44287.0,"Filmbühne Zur Postkutsche""""",Dortmund,active,51.4913214,7.5511562
info@cineworld-luenen.de,44532.0,Cineworld Lünen,Lünen,active,51.4913214,7.5511562
info@filmwelt-herne.de,44623.0,Filmwelt Herne,Herne,bounced,51.6151653,7.5199619
fiegekino08@cooltour.com,44787.0,Moritz Fiege Open Air,Bochum,active,51.4811782,7.2257994
info@capitol-bochum.de,44787.0,CAPITOL,Bochum,active,51.4811782,7.2257994
info@casablanca-bochum.de,44787.0,Casablanca,Bochum,active,51.4794444,7.2142741
info@kino-bochum.de,44787.0,Union Kino,Bochum,bounced,51.4794444,7.2142741
info@metropolis-bochum.de,44787.0,Metropolis-Theater,Bochum,active,51.476755,7.2138062
ruhrpark@uci-kinowelt.de,44791.0,UCI Ruhr Park,Bochum,active,51.476755,7.2138062
trojan.p@uci-kinowelt.de,44791.0,UCI Ruhr Park,Bochum,active,51.4958331,7.2745344
skf@rub.de,44801.0,Studienkreis Film,Bochum,deleted (unsubscribed),51.4958331,7.2745344
info@endstation-kino.de,44894.0,Endstation Kino i.Bhf.Langend.,Bochum,active,51.4444856,7.2600692
info@lichtburg-essen.de,45127.0,Lichtburg,Essen,active,51.4793443,7.3182409
info@essener-filmkunsttheater.de,45130.0,Galerie Cinema,Essen,active,51.4548388,7.0105527
kontakt-ak-e@autokino-deutschland.de,45356.0,Drive In Autokino Essen,Essen,active,51.434193,7.0063608
muelheim@filmpassage.de,45468.0,Filmpassage Mülheim,Mülheim an der Ruhr,active,51.4296049,6.8846623
info@cineworld-recklinghausen.de,45657.0,Cineworld Recklinghausen,Recklinghausen,active,51.4296049,6.8846623
multiplex-ge@gmx.de,45891.0,Apollo Cinemas Multiplex in Gelsenkirchen,Gelsenkirchen,active,51.6122222,7.1913086
info@schauburg-gelsenkirchen.de,45897.0,Schauburg,Gelsenkirchen,active,51.5513825,7.0733182
info@vhsgladbeck.de,45964.0,Kommunales Kino Gladbeck,Gladbeck,active,51.5713297,6.9870512
info@lichtburg-ob.de,46045.0,Lichtburg Filmpalast,Oberhausen,active,51.5713297,6.9870512
oberhausen@cinestar.de,46047.0,CineStar - Der Filmpalast,Oberhausen,active,51.47048,6.851513
kultur@drucklufthaus.de,46049.0,Kino im Druckluft,Oberhausen,active,51.4926807,6.8778424
vermietung@akug-gmbh.de,46049.0,Kino im Walzenlager,Oberhausen,active,51.4926807,6.8778424
rudi.grande@bottrop.de,46236.0,Filmforum der VHS,Bottrop,bounced,51.523053,6.9196221
info@central-dorsten.de,46284.0,Central Kinocenter Dorsten,Dorsten,active,51.523053,6.9196221
info@kinocenterborken.de,46325.0,Kino-Center Borken,Borken,active,51.680231,6.9546327
info@kinodrom.de,46395.0,Kinodrom Multiplex,Bocholt,active,51.8472017,6.8571673
info@cometkinos-wesel.com,46483.0,Comet Kino-Center,Wesel,active,51.8472017,6.8571673
griesser-dinslaken@t-online.de,46535.0,Lichtburg,Dinslaken,bounced,51.6564292,6.6132904
mail@filmforum.de,47049.0,filmforum,Duisburg,active,51.6564292,6.6132904
duisburg@uci-kinowelt.de,47057.0,UCI Duisburg,Duisburg,active,51.4305219,6.7586131
info@hall-of-fame.website,47475.0,HALL OF FAME,Kamp-Lintfort,active,51.4298802,6.7754896
kleverkinos@email.de,47533.0,Tichelpark 5 Cinemas,Kleve,active,51.4990606,6.5464844
goli-freunde@gmx.de,47574.0,Goli,Goch,active,51.6788968,6.1554581
herzog-theater.geldern@t-online.de,47608.0,Herzog-Theater,Geldern,active,51.6788968,6.1554581
karsten@casablancakino.de,47798.0,FT Casablanca/Cinema,Krefeld,active,51.5158333,6.323253
karsten@casablancakino.de,47798.0,FT Casablanca/Cinema,Krefeld,active,51.2560054,6.4522439
info@schlachthof-krefeld.de,47799.0,Open Air Kino im SchlachtGarten,Krefeld,active,51.3240623,6.5641267
info@swk-openairkino.de,47800.0,Open Air Kino Krefelder Rennbahn,Krefeld,active,51.3295123,6.5777214
kultur@krefeld.de,47805.0,Fabrik Heeder,Krefeld,active,51.358129,6.5839057
ftbjanssen@online.de,47906.0,Kempener Lichtspiele,Kempen,bounced,51.3228722,6.5698735
info@cinema-muenster.de,48145.0,Cinema & Kurbelkiste,Münster,active,51.3644319,6.4153494
dispo.muenster@cineplex.de,48155.0,Cineplex Münster,Münster,active,51.950526,7.6342443
info@theateramwall.de,48231.0,Paul-Schallück-Saal,Warendorf,active,51.950526,7.6342443
webmaster@scala-studio.de,48231.0,FT Scala/Studio,Warendorf,bounced,51.950526,7.6342443
webmaster@scala-studio.de,48231.0,FT Scala/Studio,Warendorf,bounced,51.9522115,7.9903366
info@kino-duelmen.de,48249.0,Cinema Dülmen,Dülmen,active,51.9515114,7.8154419
metropolis@cinetech.de,48282.0,Metropolis Kino Emsdetten,Emsdetten,bounced,51.8305822,7.2716775
rheine@cinetech.de,48429.0,Cinetech das Erlebniskino,Rheine,active,52.2766691,7.4571849
citykino@cinetech.de,48432.0,Citykino Rheine,Rheine,bounced,52.277587,7.4320585
nordhorn@uci-kinowelt.de,48529.0,UCI Luxe Nordhorn,Nordhorn,active,52.4271713,7.0677792
info@kino-steinfurt.de,48565.0,Kino in Steinfurt,Steinfurt,active,52.1466866,7.3336383
gronau@cinetech.de,48599.0,Cinetech - Open Air,Gronau in Westfalen,active,52.2136653,7.018348
info@kino-coesfeld.de,48653.0,Cinema-Center Coesfeld,Coesfeld,active,51.949409,7.1666045
info@kino-ahaus.de,48683.0,Cinema-Center Ahaus,Ahaus,active,52.0760826,7.0007465
information@cinetech.de,48683.0,Cinetech Münsterland Erlebniskino,Ahaus,active,52.0760826,7.0007465
vreden@cinetech.de,48691.0,Cinetech Vreden,Vreden,active,52.0775184,7.0071338
maas@billerbeck.de,48727.0,Kommunales Kino Billerbeck,Billerbeck,active,52.0353717,6.8275584
info@cinema-arthouse.de,49074.0,Cinema-Arthouse,Osnabrück,active,51.9731744,7.2844145
info@filmpassage.de,49074.0,Filmpassage Osnabrück,Osnabrück,active,52.2773742,8.0473866
info@hall-of-fame.online,49074.0,HALL OF FAME - Kino de Luxe,Osnabrück,active,52.2722813,8.0562493
lagerhalle@osnanet.de,49074.0,Kino in der Lagerhalle,Osnabrück,active,52.2722813,8.0562493
postan@kur-lichtspiele.de,49214.0,Kur-Lichtspiele,Bad Rothenfelde,active,52.2722813,8.0562493
contact@central-kinos-diepholz.de,49356.0,Central Kinos,Diepholz,active,52.1091632,8.1568568
info@schauburg-cineworld.de,49377.0,Schauburg Cineworld,Vechta,active,52.7288539,8.2803416
stuntebeck@capitol-lohne.de,49393.0,Capitol Center Lohne,Lohne in Oldenburg,active,52.7288539,8.2803416
info@dersakino.de,49401.0,Dersa Kino Damme GmbH,Damme,active,52.668084,8.2394987
info@apollo-kino.de,49477.0,Apollo-Kino-Center,Ibbenbüren,active,52.2724636,7.7107568
filmtheater@universum-ev.de,49565.0,Universum,Bramsche,active,52.2724636,7.7107568
johannes@kino-online.com,49577.0,Gloria Kino-Center,Ankum,active,52.4105513,7.9770834
schauburg@osnanet.de,49610.0,Schauburg,Quakenbrück,active,52.6762282,7.9494184
lilo-servicekino@t-online.de,49624.0,Li-Lo-Lichtspiele Löningen,Löningen,active,52.6762282,7.9494184
info@cinecenter.de,49661.0,Cine-Center,Cloppenburg,active,52.8486485,8.0429881
info@kino-meppen.de,49716.0,Germania Lichtspiele,Meppen,active,52.69497,7.2919097
ferienzentrum@schloss-dankern.de,49733.0,Dankern-Kino,Haren an der Ems,active,52.69497,7.2919097
info@hasetor.de,49740.0,hasetor Kulturkino,Haselünne,active,52.6727892,7.4841624
info@centralkino-lingen.de,49808.0,Central-Lichtspielhaus,Lingen,bounced,52.5212395,7.3165362
info@kino-lingen.eu,49808.0,Filmpalast Cine-World,Lingen,active,52.5283302,7.315779
euromax@euromax-cinemas.de,50171.0,Euromax Cinemas,Kerpen,active,50.874313,6.6893358
kontakt@capitol-kerpen.de,50171.0,Capitol-Theater,Kerpen,active,50.874313,6.6893358
mail@usk-elsdorf.de,50189.0,Union-Service Kino,Elsdorf,active,50.9341466,6.5627214
lindentheater@netcologne.de,50226.0,Linden-Theater,Frechen,active,50.9139702,6.8019915
info@zoomkino.de,50321.0,Open Air im Rathaus-Innenhof...,Brühl im Rheinland,active,50.8130958,6.873915
huerthpark@uci-kinowelt.de,50354.0,UCI Hürth Park,Hürth,active,50.8130958,6.873915
info@berli-huerth.de,50354.0,Berli-Theater,Hürth,active,50.8742677,6.8120101
info@cp-lichtspielfreunde-huerth.de,50354.0,CP Lichtspiele,Hürth,active,50.8742677,6.8120101
info@filmclub813.de,50667.0,Filmclub 813 / Kino 813 in der BRÜCKE,Köln,active,50.9361169,6.9413659
info@filmclub813.de,50667.0,Filmclub 813 / Kino 813 in der BRÜCKE,Köln,active,50.9361169,6.9413659
rossenbach@museum-ludwig.de,50667.0,Museum Ludwig,Köln,active,50.9361169,6.9413659
email@metropolis-koeln.de,50668.0,Metropolis,Köln,active,50.9511032,6.9556977
info@filmpalette-koeln.de,50668.0,Filmpalette,Köln,active,50.9511032,6.9556977
info@altefeuerwachekoeln.de,50670.0,Bürgerzentrum Alte Feuerwache,Köln,active,50.9522006,6.9520324
info@filmhauskino.de,50670.0,Filmhaus Kino,Köln,bounced,50.9522006,6.9520324
office@cinedom.de,50670.0,Cinedom,Köln,active,50.9489821,6.946799
email@rex-koeln.de,50672.0,"Rex am Ring Lichtspiele""""",Köln,active,50.9478301,6.9424095
info@koeln.astor-filmlounge.de,50672.0,Residenz - eine Astor Film Lounge,Köln,active,50.94,6.9376975
koeln@cineplex.de,50672.0,Cineplex Filmpalast Köln,Köln,active,50.9440044,6.9397029
filmmaeg@gmail.com,50674.0,Filmclub Akasava,Köln,active,50.9379264,6.9293807
jfco@jki.de,50674.0,Japanisches Kulturinstitut,Köln,active,50.9379264,6.9293807
kontakt@off-broadway.de,50674.0,OFF Broadway,Köln,active,50.9346985,6.9235525
turistarama@web.de,50676.0,TURISTARAMA,Köln,active,50.9296832,6.9352623
info@odeon-koeln.de,50678.0,Odeon-Kino,Köln,active,50.9253077,6.9556257
service@openairkino.de,50678.0,Globetrotter Open Air Kino,Köln,bounced,50.9253077,6.9556257
sozialamt.bhstollwerck@stadt-koeln.de,50678.0,Bürgerhaus Stollwerck,Köln,bounced,50.925814,6.9630213
info@northside.jugz.de,50765.0,North Side Kinder- und Jugendeinrichtung,Köln,active,51.0282607,6.8936521
office@cinenova.de,50825.0,Cinenova,Köln,active,51.0282607,6.8936521
info@juze-weiden.jugz.de,50858.0,Kinder- und Jugendzentrum Weiden,Köln,active,50.9351187,6.8358345
kontakt@weisshaus-kino.de,50939.0,Weisshaus Kino,Köln,active,50.9169285,6.9266589
info@kulturbunker-muelheim.de,51063.0,Kulturbunker Mülheim,Köln,active,50.969911,7.0062554
info@buergerhauskalk.de,51103.0,Bürgerhaus Kalk,Köln,active,50.9399515,6.9988393
kontakt@lichtspiele-kalk.de,51103.0,Lichtspiele Köln-Kalk,Köln,active,50.9399515,6.9988393
traegerverein@buergerzentrum-vingst.de,51107.0,Bürgerzentrum Vingst,Köln,active,50.9313724,7.0203354
info@glashuette.jugz.de,51143.0,Kinder- und Jugendeinrichtung Glashütte,Köln,active,50.8862099,7.0581422
kontakt-ak-k@autokino-deutschland.de,51149.0,Drive In Autokino Porz,Köln,active,50.9016224,7.0724679
leverkusen@cineplex.de,51373.0,Kinopolis Leverkusen,Leverkusen,active,51.0336647,6.9853533
ute.mader@vhs-leverkusen.de,51373.0,Kommunales Kino Leverkusen,Leverkusen,bounced,51.0336647,6.9853533
kino@scala-leverkusen.de,51379.0,Scala Cinema Leverkusen,Leverkusen,active,51.0628764,7.0019989
bergisch-gladbach@cineplex.de,51429.0,Cineplex Bensberg,Bergisch Gladbach,active,50.9655871,7.1577509
info@seven-gm.de,51643.0,Seven Kinocenter,Gummersbach,active,51.0245364,7.5620015
info@filmstudio.rwth-aachen.de,52056.0,Filmstudio an der RWTH Aachen,Aachen,active,50.7778653,6.0749764
info@apollo-aachen.de,52062.0,Apollo Kino & Bar,Aachen,active,50.7778653,6.0749764
info@capitol-aachen.de,52062.0,Capitol,Aachen,bounced,50.7806704,6.0763987
aachen@cineplex.de,52064.0,Cineplex Aachen,Aachen,deleted (unsubscribed),50.778403,6.0848642
jt-kohlscheid@herzogenrath.de,52134.0,Cinema Peperoni,Herzogenrath,active,50.7717038,6.0840452
info@kinocenter-eschweiler.de,52249.0,Primus Kinocenter,Eschweiler,bounced,50.8605259,6.018837
info@das-lumen.de,52349.0,Das Lumen Filmtheater,Düren,active,50.817296,6.2596886
lutznennmann@cinema-entertainment.de,52349.0,Cineworld Düren / Hall of Fame,,active,50.8083525,6.4738638
lutznennmann@cinema-entertainment.de,52349.0,Cineworld Düren / Hall of Fame,,active,50.8083525,6.4738638
info@kuba-juelich.de,52428.0,KuBa,Jülich,active,50.7985753,6.4572457
verein@metropolis-filmtheater.de,52428.0,Open Air Kino,Jülich,bounced,50.92273,6.3393997
alsdorf@cineplex.de,52477.0,Cineplex Alsdorf,Alsdorf,deleted (unsubscribed),50.8758308,6.1628504
sebastian.stuertz@cineplex.de,52477.0,Cineplex,Alsdor,active,50.8758308,6.1628504
sternbonn@cinestar.de,53111.0,Sternlichtspiele Bonn,Bonn,active,50.7355684,7.0998753
woki@woki.de,53111.0,WOKI,Bonn,active,50.7377707,7.0992532
forum@bundeskunsthalle.de,53113.0,Forum der Kunst- und Ausstellungshalle,Bonn,bounced,50.7377707,7.0992532
kino@bonnerkinemathek.de,53113.0,Bonner Sommerkino,Bonn,active,50.7292215,7.0872284
061@kinopolis.net,53173.0,Kinopolis Bonn-Bad Godesberg,Bonn,active,50.6862839,7.1524781
hertel.bonn@t-online.de,53225.0,Neue Filmbühne,Bonn,active,50.7393375,7.118414
info@drehwerk-1719.de,53343.0,Drehwerk 17|19,Wachtberg,active,50.6133743,7.0530652
info@kcra.de,53474.0,Kino-Center Rhein-Ahr,Bad Neuenahr-Ahrweiler,active,50.5467058,7.1397142
info@ring-kino.de,53520.0,ring°kino,Nürburg,active,50.3344674,6.9445215
info@cine-five.de,53567.0,Cine East,Asbach,active,50.6591358,7.420985
info@capitol-siegburg.de,53721.0,Capitol,Siegburg,active,50.8028313,7.1984375
siegburg@cineplex.de,53721.0,Cineplex Siegburg,Siegburg,deleted (unsubscribed),50.7938271,7.201174
studiokino@studiokino.de,53757.0,studio kino lounge,Sankt Augustin,active,50.7844378,7.1939137
info@kurtheaterhennef.de,53773.0,Kur-Theater,Hennef an der Sieg,active,50.7756926,7.2726739
michael.brueggehagen@cineplex.de,53879.0,Cineplex Galleria,Euskirchen,active,50.6599655,6.7860201
cineasta@uni-trier.de,54286.0,CineAStA,Trier,active,50.6599655,6.7860201
info@tufa-trier.de,54290.0,Open-Air-Kino im TuFa-Hof,Trier,bounced,49.7510461,6.6371779
info@broadway-trier.de,54292.0,Broadway - Filmtheater,Trier,active,49.7611382,6.6435803
jockel@luke.de,54294.0,Lucky's Luke,Trier,active,49.7516031,6.6216779
info@mosel-kino.de,54470.0,Mosel Kino,Bernkastel-Kues,active,49.9122155,7.0702048
k.mathar@stadtmarketing-wittlich.de,54516.0,Open Air im Wittlicher Stadtpark,Wittlich,bounced,49.9878219,6.8795694
info@kino-daun.de,54550.0,Kinopalast Vulkaneifel,Daun,bounced,50.2002783,6.8244578
info@eifelfilmbuehne.de,54576.0,Eifel-Film-Bühne,Hillesheim,active,50.292,6.6629897
info@eifel-kino.de,54595.0,Eifel-Kinocenter,Prüm,active,50.20802,6.4157297
h-riewer@t-online.de,54634.0,Skala-Kinocenter,Bitburg,active,49.9714562,6.5220229
mail@burg-dudeldorf.de,54647.0,Open Air Kino,Dudeldorf,active,49.97825,6.5995675
info@programmkinos-mainz.de,55116.0,Palatin,Mainz,active,50.0014991,8.2608733
kino@cinemayence.de,55116.0,Cinémayence,Mainz,active,49.998993,8.2637487
mainz@cinestar.de,55116.0,CineStar - Der Filmpalast,Mainz,active,49.9938415,8.27676
info@unifilm.de,55128.0,KlubKino,Mainz,active,49.9938385,8.237622
info@kino-ingelheim.de,55218.0,FT Cadillac/Casablanca,Ingelheim am Rhein,active,49.9746437,8.0533604
info@kino-ingelheim.de,55218.0,FT Cadillac/Casablanca,Ingelheim am Rhein,active,49.9746437,8.0533604
bali-alzey@online.ms,55232.0,Open Air Kino Römerkastell,Alzey,active,49.7462391,8.1088439
zentrale@balikino.de,55232.0,Bali,Alzey,active,49.7496361,8.1080734
info@pro-winzkino.de,55469.0,Pro-Winzkino,Simmern im Hunsrück,active,49.9845428,7.5204433
bad-kreuznach@cineplex.de,55543.0,Cineplex Bad Kreuznach,Bad Kreuznach,active,49.8422537,7.8557412
hg.sawatzki@cineplex.de,55543.0,Cineplex,Bad Kreuznach,active,49.8422537,7.8557412
johannes.sawatzki@cineplex.de,55543.0,Cineplex,Bad Kreuznach,active,49.8422537,7.8557412
guenthersperlich@web.de,55768.0,Mobiles Kino Sperlich,Hoppstädten-Weiersbach,active,49.6042853,7.1640555
kontakt@movietown.eu,55768.0,Movietown,Hoppstädten-Weiersbach,bounced,49.6042153,7.163895
buero@ftb-klein.de,56068.0,Apollo Koblenz,Koblenz,active,50.3571679,7.5893575
066@kinopolis.net,56070.0,Kinopolis Koblenz,Koblenz,active,50.3858277,7.5610411
info@kinolahnstein.de,56112.0,Kino Lahnstein,Lahnstein,active,50.3021542,7.6029411
info@cinema-boppard.de,56154.0,Cinema,Boppard,active,50.2312802,7.5887418
ralf-holl@gmx.de,56346.0,Freilichtbühne Loreley,Sankt Goarshausen,active,50.1424447,7.7286759
info@kc-n.de,56355.0,Kino-Center Nastätten,Nastätten,active,50.1986106,7.8561822
ralf-holl@kc-n.de,56355.0,Kinocenter Nastätten,Nastätten,active,50.1986106,7.8561822
buero@kino-montabaur.de,56410.0,Capitol Montabaur,Montabaur,active,50.4411677,7.819853
info@kinoneuwied.de,56564.0,Metropol-Center,Neuwied,active,50.430464,7.4603097
info@corso-mayen.de,56727.0,Corso Kino,Mayen,active,50.33016,7.2248597
peter-morlang@t-online.de,56812.0,Apollo,Cochem,active,50.147555,7.1617197
openairkino@martinhorne.de,57072.0,Siegener Open Air Kino,Siegen,active,50.8756463,8.027632
siegen@cinestar.de,57072.0,CineStar - Der Filmpalast,Siegen,active,50.8766155,8.0186548
kurbelkiste@gmx.de,57074.0,Kurbelkiste,Siegen,active,50.87004,8.0132497
panoptikum-kino@uni-siegen.de,57076.0,Panoptikum Kino,Siegen,deleted (unsubscribed),50.9104934,8.0225703
info@viktoria-kino.de,57271.0,Viktoria-Filmtheater,Hilchenbach,active,50.9771853,8.0519161
info@kino-berleburg.de,57319.0,Capitol,Bad Berleburg,active,51.050627,8.3892121
residenzkino@online.de,57334.0,Residenz-Kino-Center (RKC),Bad Laasphe,active,50.9270348,8.4104894
info@jac-kino.de,57368.0,Jac Kino Attendorn,Lennestadt,active,51.1256028,7.9091367
info@lichtspielhaus-lennestadt.de,57368.0,Lichtspielhaus Lennestadt,Lennestadt,active,51.1024017,8.0690985
info@lichtwerk-kultur.de,57392.0,Lichtwerk,Schmallenberg,active,51.1537686,8.2822966
info@kino-finnentrop.de,57413.0,Schützenhof-Lichtspiele,Finnentrop,active,51.1487056,7.9091256
olpe@cineplex.de,57462.0,Cineplex Olpe,Olpe,active,51.0286164,7.8406656
k.leicher@cinexx.de,57627.0,Cinexx,Hachenburg,active,50.6645175,7.8170455
info@wied-scala.de,57638.0,Wied Scala,Neitersen,active,50.6663455,7.5866129
babylon@pelmke.de,58089.0,Open Air Sommerkino,Hagen,active,51.3529174,7.4547672
info@pelmke.de,58089.0,Kino Babylon,Hagen,active,51.3531396,7.4550718
hagen@cinestar.de,58095.0,CineStar - Der Filmpalast,Hagen,active,51.3546756,7.4767241
kontakt@filmriss.de,58285.0,filmriss-kino,Gevelsberg,active,51.317246,7.3257353
kultur@lichtburg-wetter.de,58300.0,Lichtburg,Wetter an der Ruhr,active,51.38482,7.3866897
filminitiative@onikon.de,58313.0,Onikon,Herdecke,active,51.4016279,7.4270357
basti_boos@yahoo.de,58332.0,Kinocenter Schwelm,Schwelm,active,51.2875934,7.2938296
info@burg-kino-witten.de,58452.0,Die Burg,Witten,active,51.4381313,7.3348778
kulturforum@stadt-witten.de,58452.0,Haus Witten,Witten,active,51.4318974,7.3332653
info@park-theater.de,58509.0,Park-Theater,Lüdenscheid,active,51.220064,7.6174287
info@filmpalast-luedenscheid.de,58511.0,Filmpalast,Lüdenscheid,active,51.219412,7.6393027
kinomeinerzhagen@aol.com,58540.0,City-Lichtspiele,Meinerzhagen,active,51.1084821,7.6371902
iserlohn@filmpalast-kino.de,58636.0,Filmpalast Iserlohn,Iserlohn,active,51.3759173,7.6940048
info@apollo-service-kino.de,58762.0,Apollo Service-Kino,Altena,bounced,51.2970292,7.6756078
antoinette@corsokino.de,58809.0,Corso Kino,Radevormwald,deleted (unsubscribed),51.2041456,7.3549727
kino@weidenhofplettenberg.de,58840.0,Weidenhof,Plettenberg,active,51.2216684,7.8686224
info@cinemahlen.de,59227.0,CinemAhlen,Ahlen,active,51.7618383,7.8853696
info@kino-oelde.de,59302.0,Filmzentrum Kino am Rathaus,Oelde,active,51.8264886,8.1395528
info@alte-brennerei-ennigerloh.de,59320.0,Kino Alte Brennerei,Ennigerloh,active,51.8366168,8.020673
wagner-werne@t-online.de,59368.0,Capitol-Cinema-Center Werne,Werne,active,51.6648354,7.6344937
info@kinounna.de,59423.0,Filmcenter Unna,Unna,active,51.5343008,7.68362
dispo@universum-soest.com,59494.0,Universum,Soest,active,51.5684628,8.1093967
